wine_type,wine_category,food_item,cuisine,pairing_quality,description
Sauternes,Dessert,grilled ribeye,Thai,4,Heuristic pairing assessment.
Grenache,Red,beef stew,Indian,4,Heuristic pairing assessment.
Malbec,Red,mac and cheese,Spanish,4,Heuristic pairing assessment.
Sauvignon Blanc,White,mac and cheese,Vietnamese,4,Heuristic pairing assessment.
Gewürztraminer,White,mac and cheese,French,3,Heuristic pairing assessment.
Tempranillo,Red,grilled ribeye,American BBQ,3,Heuristic pairing assessment.
Sauternes,Dessert,bbq brisket,Argentinian,3,Delicate wine overwhelmed by red meat.
Grüner Veltliner,White,lemon tart,Italian,4,Acidic wine balances acidic food.; Dry table wine clashes with dessert sweetness.
Chardonnay,White,grilled ribeye,Italian,3,Heuristic pairing assessment.
Provence Rosé,Rosé,cheese platter,German,4,Heuristic pairing assessment.
Sauvignon Blanc,White,grilled ribeye,Moroccan,3,Heuristic pairing assessment.
Champagne,Sparkling,bbq brisket,Thai,2,Delicate wine overwhelmed by red meat.
Chardonnay,White,cream of mushroom soup,Korean,1,Deliberately bad pairing example for contrast.
Chardonnay,White,grilled ribeye,Korean,3,Heuristic pairing assessment.
Ice Wine,Dessert,fondue,German,2,Heuristic pairing assessment.
Ice Wine,Dessert,smoked sausage,Italian,2,Heuristic pairing assessment.
Tempranillo,Red,grilled ribeye,Thai,3,Heuristic pairing assessment.
Cabernet Sauvignon,Red,roast lamb,German,3,Tannic red complements red meat fat.
Champagne,Sparkling,bbq brisket,French,5,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,oysters,Argentinian,5,Crisp acidity suits seafood.
Cabernet Sauvignon,Red,caprese salad,Thai,3,Heuristic pairing assessment.
Chenin Blanc,White,mac and cheese,Greek,4,Heuristic pairing assessment.
Sauternes,Dessert,olives and cheese,Ethiopian,1,Deliberately bad pairing example for contrast.
Merlot,Red,mixed nuts,Spanish,1,Deliberately bad pairing example for contrast.
Syrah,Red,gazpacho,Italian,4,Acidic wine balances acidic food.
Albariño,White,lemon tart,Ethiopian,2,Acidic wine balances acidic food.; Dry table wine clashes with dessert sweetness.
Torrontés,White,fondue,Japanese,2,Heuristic pairing assessment.
Viognier,White,duck à l’orange,Mexican,1,Deliberately bad pairing example for contrast.
Gamay,Red,citrus salad,Mexican,3,Acidic wine balances acidic food.
Provence Rosé,Rosé,gazpacho,Mexican,3,Acidic wine balances acidic food.
Sauternes,Dessert,carbonara,Greek,5,Richer body matches creamy textures.
Torrontés,White,fondue,Thai,2,Heuristic pairing assessment.
Champagne,Sparkling,mac and cheese,Spanish,3,Heuristic pairing assessment.
Provence Rosé,Rosé,caprese salad,Italian,3,Heuristic pairing assessment.
Viognier,White,caprese salad,Indian,2,Heuristic pairing assessment.
Sauternes,Dessert,oysters,Chinese (Sichuan),1,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,vegetable curry,Spanish,4,Heuristic pairing assessment.
Sauvignon Blanc,White,mushroom risotto,Ethiopian,1,Deliberately bad pairing example for contrast.
Champagne,Sparkling,fondue,Vietnamese,4,Heuristic pairing assessment.
Gewürztraminer,White,Sichuan noodles,Ethiopian,1,Deliberately bad pairing example for contrast.
Viognier,White,citrus salad,Ethiopian,1,Low-acid wine seems flabby vs acids.
Sauternes,Dessert,bbq ribs,Moroccan,1,Deliberately bad pairing example for contrast.
Merlot,Red,cheese platter,Argentinian,3,Heuristic pairing assessment.
Grüner Veltliner,White,cream of mushroom soup,French,3,Too lean for creamy dish.
Ice Wine,Dessert,grilled ribeye,Mexican,4,Heuristic pairing assessment.
Viognier,White,bbq brisket,Mexican,1,Delicate wine overwhelmed by red meat.
Port,Fortified,caprese salad,Ethiopian,3,Heuristic pairing assessment.
Zinfandel,Red,bbq brisket,Ethiopian,5,Tannic red complements red meat fat.
Champagne,Sparkling,olives and cheese,American BBQ,1,Deliberately bad pairing example for contrast.
Chenin Blanc,White,grilled ribeye,American BBQ,3,Heuristic pairing assessment.
Madeira,Fortified,fondue,Mexican,1,Deliberately bad pairing example for contrast.
Merlot,Red,cheese platter,French,4,Heuristic pairing assessment.
White Zinfandel,Rosé,fondue,Ethiopian,3,Heuristic pairing assessment.
Grüner Veltliner,White,alfredo pasta,Moroccan,5,Idealized perfect pairing example for contrast.
Gewürztraminer,White,grilled ribeye,Moroccan,3,Heuristic pairing assessment.
Ice Wine,Dessert,mushroom risotto,French,5,Idealized perfect pairing example for contrast.
Syrah,Red,cheese platter,Italian,4,Heuristic pairing assessment.
Sauternes,Dessert,smoked sausage,Vietnamese,1,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,citrus salad,Italian,5,Acidic wine balances acidic food.
Madeira,Fortified,roast lamb,Spanish,1,Deliberately bad pairing example for contrast.
Madeira,Fortified,cheese platter,Korean,5,Idealized perfect pairing example for contrast.
Sauternes,Dessert,olives and cheese,Ethiopian,2,Heuristic pairing assessment.
Madeira,Fortified,mac and cheese,Korean,5,Idealized perfect pairing example for contrast.
Cava,Sparkling,mixed nuts,Vietnamese,5,Idealized perfect pairing example for contrast.
Gamay,Red,caprese salad,Ethiopian,3,Heuristic pairing assessment.
Grüner Veltliner,White,carbonara,Vietnamese,2,Too lean for creamy dish.
Tempranillo,Red,bbq brisket,Thai,5,Tannic red complements red meat fat.
Viognier,White,cheese platter,Ethiopian,1,Deliberately bad pairing example for contrast.
Sauvignon Blanc,White,fish tacos,Spanish,1,Deliberately bad pairing example for contrast.
Albariño,White,grilled ribeye,Korean,2,Heuristic pairing assessment.
Chenin Blanc,White,cheese platter,Chinese (Sichuan),3,Heuristic pairing assessment.
Sauternes,Dessert,mushroom risotto,Greek,1,Deliberately bad pairing example for contrast.
Port,Fortified,bbq brisket,Greek,2,Delicate wine overwhelmed by red meat.
Pinot Noir,Red,beef stew,German,3,Heuristic pairing assessment.
Ice Wine,Dessert,carbonara,Middle Eastern,5,Richer body matches creamy textures.
Madeira,Fortified,bbq brisket,Ethiopian,1,Delicate wine overwhelmed by red meat.
Chardonnay,White,bbq brisket,French,2,Delicate wine overwhelmed by red meat.
Chardonnay,White,duck à l’orange,Argentinian,1,Deliberately bad pairing example for contrast.
Viognier,White,grilled ribeye,Korean,3,Heuristic pairing assessment.
Grüner Veltliner,White,alfredo pasta,American BBQ,1,Too lean for creamy dish.
Chardonnay,White,chicken curry,Moroccan,1,Deliberately bad pairing example for contrast.
Viognier,White,pork tenderloin,Japanese,1,Deliberately bad pairing example for contrast.
Champagne,Sparkling,mac and cheese,French,4,Heuristic pairing assessment.
Champagne,Sparkling,fondue,Middle Eastern,2,Heuristic pairing assessment.
Sauternes,Dessert,grilled salmon,German,5,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,shrimp scampi,American BBQ,1,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,pork tenderloin,Mexican,5,Idealized perfect pairing example for contrast.
Viognier,White,cheese platter,Spanish,2,Heuristic pairing assessment.
Chenin Blanc,White,beef stew,Moroccan,4,Heuristic pairing assessment.
Grüner Veltliner,White,roast lamb,Argentinian,1,Delicate wine overwhelmed by red meat.
Gewürztraminer,White,grilled ribeye,Indian,2,Heuristic pairing assessment.
Madeira,Fortified,gazpacho,Thai,3,Acidic wine balances acidic food.
Grüner Veltliner,White,beef stew,Moroccan,2,Heuristic pairing assessment.
Grüner Veltliner,White,beef stew,Italian,4,Heuristic pairing assessment.
Chenin Blanc,White,citrus salad,Japanese,4,Acidic wine balances acidic food.
Zinfandel,Red,caprese salad,Korean,2,Heuristic pairing assessment.
Sangiovese,Red,beef stew,Argentinian,4,Heuristic pairing assessment.
Ice Wine,Dessert,gazpacho,Greek,3,Acidic wine balances acidic food.
Albariño,White,chocolate mousse,Middle Eastern,3,Dry table wine clashes with dessert sweetness.
Champagne,Sparkling,caprese salad,American BBQ,2,Heuristic pairing assessment.
Champagne,Sparkling,fondue,Moroccan,3,Heuristic pairing assessment.
Albariño,White,fondue,Greek,2,Heuristic pairing assessment.
Gewürztraminer,White,Indian vindaloo,French,5,Idealized perfect pairing example for contrast.
Pinot Noir,Red,grilled ribeye,Argentinian,2,Heuristic pairing assessment.
Sauvignon Blanc,White,fondue,Middle Eastern,3,Heuristic pairing assessment.
Cava,Sparkling,oysters,Greek,1,Deliberately bad pairing example for contrast.
Provence Rosé,Rosé,grilled ribeye,Middle Eastern,3,Heuristic pairing assessment.
Port,Fortified,bbq brisket,Moroccan,3,Delicate wine overwhelmed by red meat.
Sauternes,Dessert,stir-fried tofu,Indian,4,Heuristic pairing assessment.
Gamay,Red,shrimp scampi,Thai,5,Idealized perfect pairing example for contrast.
Chardonnay,White,fondue,Moroccan,1,Deliberately bad pairing example for contrast.
Sangiovese,Red,cheese platter,Indian,5,Idealized perfect pairing example for contrast.
Nebbiolo,Red,roast lamb,German,3,Tannic red complements red meat fat.
Merlot,Red,mixed nuts,Argentinian,4,Heuristic pairing assessment.
Sauternes,Dessert,mac and cheese,German,4,Heuristic pairing assessment.
Chardonnay,White,pork tenderloin,Chinese (Sichuan),1,Deliberately bad pairing example for contrast.
Cabernet Sauvignon,Red,caprese salad,French,2,Heuristic pairing assessment.
Grüner Veltliner,White,sorbet,Indian,3,Dry table wine clashes with dessert sweetness.
Merlot,Red,cheese platter,Japanese,2,Heuristic pairing assessment.
Albariño,White,gazpacho,German,5,Idealized perfect pairing example for contrast.
Cava,Sparkling,roast lamb,Chinese (Sichuan),1,Delicate wine overwhelmed by red meat.
Viognier,White,pork tenderloin,Moroccan,1,Deliberately bad pairing example for contrast.
Sauternes,Dessert,roast lamb,Greek,1,Delicate wine overwhelmed by red meat.
Madeira,Fortified,cheesecake,Italian,5,Idealized perfect pairing example for contrast.
Nebbiolo,Red,cheese platter,German,1,Deliberately bad pairing example for contrast.
Gewürztraminer,White,cheese platter,Italian,4,Heuristic pairing assessment.
Sauternes,Dessert,grilled salmon,Korean,1,Tannic reds clash with delicate seafood.
Sangiovese,Red,cheese platter,Argentinian,1,Deliberately bad pairing example for contrast.
Riesling,White,mac and cheese,Chinese (Sichuan),2,Heuristic pairing assessment.
Sauvignon Blanc,White,lemon tart,Indian,4,Acidic wine balances acidic food.; Dry table wine clashes with dessert sweetness.
Pinot Noir,Red,beef stew,Mexican,5,Idealized perfect pairing example for contrast.
Cabernet Sauvignon,Red,mac and cheese,Mexican,3,Heuristic pairing assessment.
Albariño,White,caprese salad,Moroccan,3,Heuristic pairing assessment.
Viognier,White,gazpacho,Korean,2,Low-acid wine seems flabby vs acids.
Viognier,White,bbq brisket,Korean,2,Delicate wine overwhelmed by red meat.
Riesling,White,cheese platter,Korean,1,Deliberately bad pairing example for contrast.
Zinfandel,Red,bbq ribs,Middle Eastern,1,Deliberately bad pairing example for contrast.
Torrontés,White,cheese platter,Greek,3,Heuristic pairing assessment.
Nebbiolo,Red,caprese salad,Japanese,3,Heuristic pairing assessment.
Grenache,Red,alfredo pasta,Ethiopian,5,Idealized perfect pairing example for contrast.
Sauvignon Blanc,White,chocolate mousse,Chinese (Sichuan),1,Dry table wine clashes with dessert sweetness.
White Zinfandel,Rosé,cheese platter,Greek,4,Heuristic pairing assessment.
Riesling,White,roast lamb,Thai,2,Delicate wine overwhelmed by red meat.
Ice Wine,Dessert,mac and cheese,Greek,5,Idealized perfect pairing example for contrast.
Malbec,Red,cheese platter,Moroccan,3,Heuristic pairing assessment.
Sangiovese,Red,vegetable curry,German,5,Idealized perfect pairing example for contrast.
Sauvignon Blanc,White,lemon tart,Mexican,1,Deliberately bad pairing example for contrast.
Nebbiolo,Red,gazpacho,Chinese (Sichuan),4,Acidic wine balances acidic food.
Cabernet Sauvignon,Red,gazpacho,Middle Eastern,5,Acidic wine balances acidic food.
Chenin Blanc,White,roast lamb,Mexican,2,Delicate wine overwhelmed by red meat.
Syrah,Red,beef stew,Japanese,1,Deliberately bad pairing example for contrast.
Port,Fortified,sorbet,Spanish,1,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,chicken curry,Vietnamese,5,Idealized perfect pairing example for contrast.
Barbera,Red,gazpacho,Chinese (Sichuan),4,Acidic wine balances acidic food.
Chenin Blanc,White,grilled ribeye,Korean,4,Heuristic pairing assessment.
Torrontés,White,grilled ribeye,Italian,2,Heuristic pairing assessment.
Sangiovese,Red,grilled ribeye,Argentinian,4,Heuristic pairing assessment.
Sauternes,Dessert,smoked sausage,Indian,1,Deliberately bad pairing example for contrast.
Merlot,Red,olives and cheese,Greek,1,Deliberately bad pairing example for contrast.
Sauvignon Blanc,White,beef stew,French,3,Heuristic pairing assessment.
Malbec,Red,citrus salad,Indian,3,Acidic wine balances acidic food.
Grenache,Red,beef stew,Argentinian,4,Heuristic pairing assessment.
Madeira,Fortified,citrus salad,Thai,4,Acidic wine balances acidic food.
Torrontés,White,bbq brisket,Moroccan,2,Delicate wine overwhelmed by red meat.
Gewürztraminer,White,cheese platter,Greek,3,Heuristic pairing assessment.
Ice Wine,Dessert,mixed nuts,Ethiopian,5,Idealized perfect pairing example for contrast.
Cava,Sparkling,grilled ribeye,Italian,3,Heuristic pairing assessment.
Sauternes,Dessert,shrimp scampi,American BBQ,3,Tannic reds clash with delicate seafood.
Sangiovese,Red,mushroom risotto,Thai,5,Idealized perfect pairing example for contrast.
Pinot Noir,Red,beef stew,Ethiopian,3,Heuristic pairing assessment.
Grüner Veltliner,White,cheese platter,Middle Eastern,2,Heuristic pairing assessment.
Barbera,Red,cheese platter,Thai,3,Heuristic pairing assessment.
Ice Wine,Dessert,mixed nuts,Ethiopian,2,Heuristic pairing assessment.
Chardonnay,White,chicken curry,American BBQ,1,Deliberately bad pairing example for contrast.
Merlot,Red,grilled ribeye,Spanish,1,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,lemon tart,German,5,Idealized perfect pairing example for contrast.
White Zinfandel,Rosé,fondue,Argentinian,3,Heuristic pairing assessment.
Grüner Veltliner,White,oysters,Mexican,5,Crisp acidity suits seafood.
Viognier,White,beef stew,Moroccan,2,Heuristic pairing assessment.
Merlot,Red,mixed nuts,American BBQ,5,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,carbonara,Italian,1,Deliberately bad pairing example for contrast.
Cabernet Sauvignon,Red,gazpacho,Greek,4,Acidic wine balances acidic food.
Tempranillo,Red,cheese platter,Moroccan,3,Heuristic pairing assessment.
Ice Wine,Dessert,gazpacho,Argentinian,4,Acidic wine balances acidic food.
Albariño,White,shrimp scampi,Spanish,1,Deliberately bad pairing example for contrast.
Sauvignon Blanc,White,mac and cheese,Vietnamese,2,Heuristic pairing assessment.
Cava,Sparkling,olives and cheese,Korean,1,Deliberately bad pairing example for contrast.
Torrontés,White,gazpacho,Indian,4,Acidic wine balances acidic food.
Port,Fortified,grilled ribeye,Spanish,2,Heuristic pairing assessment.
Cava,Sparkling,oysters,Indian,1,Deliberately bad pairing example for contrast.
Chardonnay,White,bacon burger,Vietnamese,1,Deliberately bad pairing example for contrast.
Barbera,Red,gazpacho,Vietnamese,3,Acidic wine balances acidic food.
Gamay,Red,caprese salad,Moroccan,3,Heuristic pairing assessment.
Merlot,Red,fondue,Japanese,1,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,beef stew,Mexican,2,Heuristic pairing assessment.
Ice Wine,Dessert,olives and cheese,Middle Eastern,5,Idealized perfect pairing example for contrast.
Chardonnay,White,gazpacho,Mexican,3,Acidic wine balances acidic food.
Sauternes,Dessert,bbq ribs,Spanish,5,Idealized perfect pairing example for contrast.
Viognier,White,pork tenderloin,Indian,5,Idealized perfect pairing example for contrast.
Madeira,Fortified,mac and cheese,Indian,5,Idealized perfect pairing example for contrast.
Port,Fortified,grilled ribeye,Korean,2,Heuristic pairing assessment.
Merlot,Red,alfredo pasta,Ethiopian,5,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,chocolate mousse,Greek,5,Sweet/sparkling pairs with dessert.
Merlot,Red,caprese salad,Korean,2,Heuristic pairing assessment.
Champagne,Sparkling,caprese salad,Japanese,2,Heuristic pairing assessment.
Tempranillo,Red,caprese salad,Moroccan,3,Heuristic pairing assessment.
Cava,Sparkling,grilled salmon,Argentinian,1,Deliberately bad pairing example for contrast.
Viognier,White,bbq brisket,Thai,3,Delicate wine overwhelmed by red meat.
Gamay,Red,grilled salmon,Mexican,3,Light red (Pinot) with salmon works.
Nebbiolo,Red,mac and cheese,Japanese,3,Heuristic pairing assessment.
Malbec,Red,caprese salad,Spanish,2,Heuristic pairing assessment.
Grüner Veltliner,White,fondue,Italian,3,Heuristic pairing assessment.
Albariño,White,fondue,Ethiopian,3,Heuristic pairing assessment.
